hotel_code,hotel_name,address_line_1,address_line_2,description,amenities_json,pet_policy_description,pet_fees_json,weight_limits_json,phone,hotel_url,last_updated
slczp,Hyatt Place Park City,4377 North Hwy 224,"Park City, Utah, United States, 84098",,"['Business Services', 'Concierge', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Ski']","Pets Are Welcome
A dog is the perfect companion on a trek through the mountains. Matt Knoop Memorial Park and Willow Creek Park are dog parks less than one mile from our dog-friendly hotel. Fees apply regardless of the duration. For stays exceeding 30 nights, any additional cleaning fee is at the hotel's discretion ($200 + additional). For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14357761234,https://www.hyatt.com/hyatt-place/en-US/slczp-hyatt-place-park-city,2025-12-27T23:11:56.572606
ewrxp,Hyatt House Parsippany / Whippany,1 Ridgedale Avenue North,"Whippany, New Jersey, United States, 07981",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
We understand dogs are family, and we welcome you and your four-legged family members. Please call ahead to let us know they’ll be joining you. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7 - 30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $300 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7 - 30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $300 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19736051001,https://www.hyatt.com/hyatt-house/en-US/ewrxp-hyatt-house-parsippany-whippany,2025-12-27T23:12:14.835819
ewrxm,Hyatt House Parsippany - East,299 Smith Road,"Parsippany, New Jersey, United States, 07054",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Our dogs-only, pet-friendly hotel in Parsippany requires all pets to be housebroken. Please call ahead to let us know they’re joining you. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $300 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $300 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19734288875,https://www.hyatt.com/hyatt-house/en-US/ewrxm-hyatt-house-parsippany-east,2025-12-27T23:12:28.575394
pnszp,Hyatt Place Pensacola Airport,2468 Skye Way,"Pensacola, Florida, United States, 32504",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Hyatt Place Pensacola Airport welcomes your furry companion. 30 nights or more: Please contact the hotel.
Pet Fees
1–7 nights: $100 / 1 STAY
8–30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–7 nights: $100 / 1 STAY\n8–30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18504835599,https://www.hyatt.com/hyatt-place/en-US/pnszp-hyatt-place-pensacola-airport,2025-12-27T23:12:41.590359
phlxk,Hyatt House Philadelphia / King of Prussia,240 Mall Boulevard,"King of Prussia, Pennsylvania, United States, 19406",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pool']","We Are Pet Friendly
Bring your beloved pooch to one of the best pet-friendly hotels in King of Prussia. Please contact the hotel in advance. For stays longer than 30 nights, please contact the hotel for more information.
Pet Fees
1–6 nights: $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16102650300,https://www.hyatt.com/hyatt-house/en-US/phlxk-hyatt-house-philadelphia-king-of-prussia,2025-12-27T23:12:50.831471
phlzk,Hyatt Place Philadelphia / King of Prussia,440 American Avenue,"King of Prussia, Pennsylvania, United States, 19406",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Your pets are welcome at Hyatt Place Philadelphia/King of Prussia. Bring up to two pets per room when you stay with us.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14846903000,https://www.hyatt.com/hyatt-place/en-US/phlzk-hyatt-place-philadelphia-king-of-prussia,2025-12-27T23:13:07.900794
phlxp,Hyatt House Philadelphia / Plymouth Meeting,501 E. Germantown Pike,"East Norriton, Pennsylvania, United States, 19401",,"['In-Room Chromecast', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Dogs are welcome at pet-friendly Hyatt House Philadelphia/Plymouth Meeting. For extended stays over 30 nights, please, contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16103139990,https://www.hyatt.com/hyatt-house/en-US/phlxp-hyatt-house-philadelphia-plymouth-meeting,2025-12-27T23:13:25.965225
phxzc,Hyatt Place Phoenix / Chandler - Fashion Center,3535 West Chandler Boulevard,"Chandler, Arizona, United States, 85226",,"['Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Bring your favorite four-legged travel companion with you to experience Hyatt Place. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14808129600,https://www.hyatt.com/hyatt-place/en-US/phxzc-hyatt-place-phoenix-chandler-fashion-center,2025-12-27T23:13:45.066528
phxzg,Hyatt Place Phoenix / Gilbert,3275 S. Market Street,"Gilbert, Arizona, United States, 85297",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
We welcome your furry friend and allow a maximum of two dogs per room. For those staying 30+ nights, a fee will be charged at the hotel’s discretion.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights (includes cleaning fee) : $175 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights (includes cleaning fee) : $175 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14808995900,https://www.hyatt.com/hyatt-place/en-US/phxzg-hyatt-place-phoenix-gilbert,2025-12-27T23:13:56.888968
phxzm,Hyatt Place Phoenix / Mesa,1422 West Bass Pro Drive,"Mesa, Arizona, United States, 85201",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Let your pet be part of the fun while you travel to Mesa. Bring your doggos along to enjoy all the exciting sights and sounds of Mesa. Call ahead at +1 480 969 8200 to let us know you’ll be bringing canine company. A maximum of two dogs are permitted in each room.
Pet Fees
1–6 nights (nonrefundable) : $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights (nonrefundable) : $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14809698200,https://www.hyatt.com/hyatt-place/en-US/phxzm-hyatt-place-phoenix-mesa,2025-12-27T23:14:14.922486
phxzn,Hyatt Place Phoenix - North,10838 North 25th Avenue,"Phoenix, Arizona, United States, 85029",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We welcome your housebroken dogs. For those staying 31 nights or more, please contact the hotel.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights (includes cleaning fee): $175 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights (includes cleaning fee): $175 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16029978800,https://www.hyatt.com/hyatt-place/en-US/phxzn-hyatt-place-phoenix-north,2025-12-27T23:14:35.934703
pitza,Hyatt Place Pittsburgh Airport / Robinson Mall,6011 Campbells Run Road,"Pittsburgh, Pennsylvania, United States, 15205",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Bring along your furry best friend to enjoy all the exciting sights and sounds of Pittsburgh. Our hotel is pet friendly for up to two housebroken dogs. Please call ahead at +1 412 494 0202 to let us know you'll be bringing canine company.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14124940202,https://www.hyatt.com/hyatt-place/en-US/pitza-hyatt-place-pittsburgh-airport-robinson-mall,2025-12-27T23:14:48.462663
pitzn,Hyatt Place Pittsburgh - North Shore,260 North Shore Drive,"Pittsburgh, Pennsylvania, United States, 15212",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
We welcome a maximum of two canine companions. Please call us at +1 412 321 3000 prior to your arrival to let us know you’ll be bringing your dog(s), which must be housebroken.
Pet Fees
1 - 6 nights: $75 / 1 STAY
7 - 30 nights : $75 / 1 STAY + $100 Cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 6 nights: $75 / 1 STAY\n7 - 30 nights : $75 / 1 STAY + $100 Cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14123213000,https://www.hyatt.com/hyatt-place/en-US/pitzn-hyatt-place-pittsburgh-north-shore,2025-12-27T23:14:57.369157
pitxp,Hyatt House Pittsburgh / Bloomfield / Shadyside,5335 Baum Boulevard,"Pittsburgh, Pennsylvania, United States, 15224",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Our hotel is designed to bring home comfort to every guest—even the ones with four legs. Relax with up to two of your furry friends in a spacious, suite-inspired room.
Pet Fees
1-6 nights: $75 / 1 STAY
7-30 nights (includes cleaning fee): $275 / 1 STAY
Weight Limits
Individual pet weight limit:  25 Pounds
Combined pets weight limit: 50 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $75 / 1 STAY\n7-30 nights (includes cleaning fee): $275 / 1 STAY'],"['Individual pet weight limit:  25 Pounds', 'Combined pets weight limit: 50 Pounds']",+14126219900,https://www.hyatt.com/hyatt-house/en-US/pitxp-hyatt-house-pittsburgh-bloomfield-shadyside,2025-12-27T23:15:11.950731
pitzm,Hyatt Place at The Hollywood Casino / Pittsburgh - South,212 Racetrack Road,"Washington, Pennsylvania, United States, 15301",,"['Business Services', 'Casino', 'Digital Check-In', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We’re happy to host your canine companions at our hotel. Please call +1 724 222 7777 prior to your arrival to let us know if you will be bringing your dog(s). All dogs must be housebroken.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+17242227777,https://www.hyatt.com/hyatt-place/en-US/pitzm-hyatt-place-at-the-hollywood-casino-pittsburgh-south,2025-12-27T23:15:19.555755
pitxs,Hyatt House Pittsburgh - South Side,2795 South Water Street,"Pittsburgh, Pennsylvania, United States, 15203",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
We happily welcome your canine travel companions at Hyatt House Pittsburgh-South Side. All dogs must be housebroken.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights (includes cleaning fee) : $150 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights (includes cleaning fee) : $150 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14123902477,https://www.hyatt.com/hyatt-house/en-US/pitxs-hyatt-house-pittsburgh-south-side,2025-12-27T23:15:30.972082
oakxh,Hyatt House Pleasant Hill,2611 Contra Costa Blvd.,"Pleasant Hill, California, United States, 94523",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
Your pets are more than welcome at our Pleasant Hill, California, pet-friendly hotel for a small fee, so bring them along for the trip. All pets must be housebroken. For stays exceeding 30 nights, please contact the hotel and more information about the pet policy at Hyatt House Pleasant Hill, please contact us directly.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19259343343,https://www.hyatt.com/hyatt-house/en-US/oakxh-hyatt-house-pleasant-hill,2025-12-27T23:15:41.355434
oakxp,Hyatt House Pleasanton,4545 Chabot Drive,"Pleasanton, California, United States, 94588",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
Your furry friends are more than welcome at our Pleasanton, California, hotel for a small fee, so bring your pet along. All pets must be housebroken. For more information about the pet policy at our dog-friendly hotel, please contact the hotel. For those staying 30+ nights, a fee will be charged at the hotel’s discretion.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19257300070,https://www.hyatt.com/hyatt-house/en-US/oakxp-hyatt-house-pleasanton,2025-12-27T23:15:49.261599
pdxza,Hyatt Place Portland Airport / Cascade Station,9750 NE Cascades Parkway,"Portland, Oregon, United States, 97220",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Bring up to two dogs to explore Portland. Their weights must be a combined total of 75 pounds. Please call our hotel at +1 503 288 2808 prior to your arrival to let us know you’re coming with your four-legged pal(s).
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+15032882808,https://www.hyatt.com/hyatt-place/en-US/pdxza-hyatt-place-portland-airport-cascade-station,2025-12-27T23:15:57.212894
pwmzp,Hyatt Place Portland Downtown - Old Port Square,433 Fore Street,"Portland, Maine, United States, 04101",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
We welcome your canine companions at Hyatt Place Portland Downtown-Old Port Square. All dogs must be housebroken. 31 or more nights: Please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights: $100 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights: $100 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+12077751000,https://www.hyatt.com/hyatt-place/en-US/pwmzp-hyatt-place-portland-downtown-old-port-square,2025-12-27T23:16:07.480564
ewrzp,Hyatt Place Princeton,3565 US Highway 1,"Princeton, New Jersey, United States, 08540",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
Your furry traveling companions are welcome at our pet-friendly hotel. Bring up to two dogs with you as you explore Princeton and beyond. All pets must be housebroken.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+16097200200,https://www.hyatt.com/hyatt-place/en-US/ewrzp-hyatt-place-princeton,2025-12-27T23:16:18.458246
pnqzp,Hyatt Place Pune Hinjawadi,"Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi","Pune, Maharashtra, India, 411057",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Room Service']","Pets Are Welcome
We’re a pet-friendly hotel and will pamper your furry friends with special pet amenities.
Pet Fees
Plus taxes, per pet: ₹1,000
Weight Limits
Individual pet weight limit:  50 Pounds","['Pet Fees\nPlus taxes, per pet: ₹1,000']",['Individual pet weight limit:  50 Pounds'],+912066981234,https://www.hyatt.com/hyatt-place/en-US/pnqzp-hyatt-place-pune-hinjawadi,2025-12-27T23:16:25.925182
rduxm,Hyatt House Raleigh Durham Airport,10962 Chapel Hill Road,"Morrisville, North Carolina, United States, 27560",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
We welcome your traveling canine companions at Hyatt House Raleigh Durham Airport. All dogs must be housebroken. 31 nights or more: Contact the hotel. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $300 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $300 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19193885355,https://www.hyatt.com/hyatt-house/en-US/rduxm-hyatt-house-raleigh-durham-airport,2025-12-27T23:16:37.410042
rduxn,Hyatt House Raleigh North Hills,160 Park at North Hills Street,"Raleigh, North Carolina, United States, 27609",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Self Parking', 'Valet Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
At Hyatt House Raleigh North Hills, we welcome you and your furry friend to join us and spend time away from home and everyday life. All dogs must be housebroken. All pet fees are nonrefundable. 31 nights or more: Please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights (includes cleaning fee): $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights (includes cleaning fee): $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19193630771,https://www.hyatt.com/hyatt-house/en-US/rduxn-hyatt-house-raleigh-north-hills,2025-12-27T23:16:45.263457
rduxr,Hyatt House Raleigh / RDU / Brier Creek,10030 Sellona Street,"Raleigh, North Carolina, United States, 27617",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Indoor Pool', 'Restaurant On-Site']","We Are Pet Friendly
We welcome your dogs at Hyatt House Raleigh / RDU / Brier Creek. Guests staying 31 nights or more, please contact the hotel to discuss arrangements. Note that all pets must be housebroken.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights (includes cleaning fee) : $175 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights (includes cleaning fee) : $175 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19194057001,https://www.hyatt.com/hyatt-house/en-US/rduxr-hyatt-house-raleigh-rdu-brier-creek,2025-12-27T23:16:52.994859
rduzr,Hyatt Place Raleigh - Durham Airport,200 Airgate Drive,"Morrisville, North Carolina, United States, 27560",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
We welcome your canine companions at Hyatt Place Raleigh-Durham Airport. All dogs must be housebroken. For those staying 31 nights or more, please contact the hotel.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights: $75 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights: $75 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19194052400,https://www.hyatt.com/hyatt-place/en-US/rduzr-hyatt-place-raleigh-durham-airport,2025-12-27T23:17:04.595752
